product id,product_Name,types_of_product, product_Brand,unit_price,quantity,price,tax,total_price,order _date,delivery_date,product_availability,product_target_availability
Au689,Amla Juice,Health Supplement,Patanjali,22,5 litres,929,263,1192,16-02-2021,15-10-2021,37 litres,52 litres
Au690,Gilloy Juice,Health Supplement,Patanjali,10,18 litres,951,173,1124,08-04-2021,05-10-2021,38 litres,58 litres
Au691,Amla Juice,Health Supplement,Patanjali,12,5 litres,571,155,726,02-01-2021,20-07-2021,35 litres,59 litres
Au692,Amla Juice,Health Supplement,Patanjali,31,6 litres,994,383,1377,10-03-2021,25-10-2021,39 litres,51 litres
Au693,Aloe Vera Juice,Health Supplement,Patanjali,46,13 litres,515,359,874,05-01-2021,25-11-2021,31 litres,52 litres
Au694,Gilloy Juice,Health Supplement,Patanjali,43,16 litres,674,313,987,04-02-2021,23-09-2021,26 litres,51 litres
Au695,Tulsi Juice,Health Supplement,Patanjali,42,9 litres,569,208,777,23-04-2021,02-08-2021,24 litres,51 litres
Au696,Gilloy Juice,Health Supplement,Patanjali,27,7 litres,765,103,868,20-02-2021,28-07-2021,23 litres,60 litres
Au697,Amla Juice,Health Supplement,Patanjali,13,9 litres,650,282,932,17-02-2021,30-09-2021,37 litres,52 litres
Au698,Tulsi Juice,Health Supplement,Patanjali,33,16 litres,858,320,1178,02-04-2021,06-07-2021,21 litres,55 litres
Au699,Gilloy Juice,Health Supplement,Patanjali,24,19 litres,663,167,830,08-03-2021,29-11-2021,31 litres,50 litres
Au700,Mango Panna,Health Supplement,Patanjali,49,13 litres,869,112,981,06-05-2021,10-07-2021,31 litres,56 litres
Au701,Gilloy Juice,Health Supplement,Patanjali,27,6 litres,549,248,797,08-01-2021,16-08-2021,25 litres,55 litres
Au702,Tulsi Juice,Health Supplement,Patanjali,24,6 litres,669,175,844,09-03-2021,13-07-2021,28 litres,54 litres
Au703,Mango Panna,Health Supplement,Patanjali,45,20 litres,979,380,1359,22-05-2021,04-08-2021,22 litres,60 litres
Au704,Aloe Vera Juice,Health Supplement,Patanjali,12,20 litres,826,245,1071,06-01-2021,14-06-2021,21 litres,50 litres
Au705,Gilloy Juice,Health Supplement,Patanjali,10,13 litres,605,293,898,05-01-2021,03-11-2021,25 litres,51 litres
Au706,Gilloy Juice,Health Supplement,Patanjali,14,17 litres,798,193,991,13-05-2021,01-08-2021,36 litres,59 litres
Au707,Amla Juice,Health Supplement,Patanjali,18,9 litres,550,182,732,28-03-2021,26-10-2021,23 litres,52 litres
Au708,Amla Juice,Health Supplement,Patanjali,21,15 litres,681,255,936,06-05-2021,27-10-2021,20 litres,50 litres
Au709,Tulsi Juice,Health Supplement,Patanjali,33,12 litres,724,282,1006,11-05-2021,28-06-2021,21 litres,52 litres
Au710,Tulsi Juice,Health Supplement,Patanjali,50,15 litres,662,348,1010,13-02-2021,09-09-2021,34 litres,59 litres
Au711,Tropicana,Beverage,Pepsi,41,16 litres,511,389,900,19-02-2021,14-08-2021,36 litres,52 litres
Au712,Pepsi,Beverage,Pepsi,33,18 litres,882,197,1079,07-04-2021,03-10-2021,31 litres,50 litres
Au713,Soda Stream,Beverage,Pepsi,20,18 litres,612,300,912,19-03-2021,11-10-2021,33 litres,51 litres
Au714,Gatorade,Beverage,Pepsi,17,5 litres,933,138,1071,19-05-2021,13-08-2021,29 litres,59 litres
Au715,Gatorade,Beverage,Pepsi,42,11 litres,586,331,917,22-01-2021,24-11-2021,30 litres,53 litres
Au716,Tropicana,Beverage,Pepsi,19,7 litres,975,340,1315,21-03-2021,02-11-2021,36 litres,52 litres
Au717,Tropicana,Beverage,Pepsi,40,19 litres,593,181,774,13-03-2021,12-07-2021,35 litres,59 litres
Au718,Gatorade,Beverage,Pepsi,27,19 litres,631,179,810,05-01-2021,09-09-2021,26 litres,58 litres
Au719,Pepsi,Beverage,Pepsi,49,19 litres,653,355,1008,22-04-2021,11-10-2021,31 litres,54 litres
Au720,Gatorade,Beverage,Pepsi,22,17 litres,667,189,856,06-03-2021,30-08-2021,25 litres,51 litres
Au721,Soda Stream,Beverage,Pepsi,40,19 litres,592,313,905,25-03-2021,30-07-2021,36 litres,53 litres
Au722,Pepsi,Beverage,Pepsi,24,14 litres,856,210,1066,02-01-2021,28-09-2021,39 litres,60 litres
Au723,Gatorade,Beverage,Pepsi,40,7 litres,690,192,882,24-01-2021,03-07-2021,27 litres,52 litres
Au724,Gatorade,Beverage,Pepsi,15,12 litres,594,363,957,01-03-2021,04-09-2021,21 litres,58 litres
Au725,Pepsi,Beverage,Pepsi,46,12 litres,612,189,801,27-05-2021,29-10-2021,31 litres,53 litres
Au726,Pepsi,Beverage,Pepsi,40,7 litres,613,295,908,17-02-2021,24-11-2021,24 litres,54 litres
Au727,Pepsi,Beverage,Pepsi,50,6 litres,525,391,916,14-02-2021,12-07-2021,24 litres,59 litres
Au728,Pepsi,Beverage,Pepsi,45,17 litres,883,315,1198,01-01-2021,15-08-2021,34 litres,60 litres
Au729,Soda Stream,Beverage,Pepsi,41,10 litres,773,332,1105,20-05-2021,04-06-2021,34 litres,53 litres
Au730,Soda Stream,Beverage,Pepsi,49,13 litres,913,220,1133,01-02-2021,10-06-2021,36 litres,52 litres
Au731,Pepsi,Beverage,Pepsi,37,5 litres,637,269,906,11-03-2021,25-08-2021,35 litres,60 litres
Au732,Soda Stream,Beverage,Pepsi,16,11 litres,990,250,1240,15-01-2021,05-06-2021,28 litres,57 litres
Au733,Tropicana,Beverage,Pepsi,37,15 litres,788,123,911,15-04-2021,09-06-2021,23 litres,59 litres
Au734,Gatorade,Beverage,Pepsi,13,8 litres,815,170,985,11-02-2021,01-10-2021,40 litres,52 litres
Au735,Gatorade,Beverage,Pepsi,26,14 litres,927,272,1199,15-01-2021,12-11-2021,34 litres,52 litres
Au736,Gatorade,Beverage,Pepsi,22,12 litres,803,130,933,06-03-2021,09-07-2021,32 litres,58 litres
Au737,Pepsi,Beverage,Pepsi,22,9 litres,799,378,1177,18-03-2021,23-07-2021,20 litres,53 litres
Au738,Soda Stream,Beverage,Pepsi,15,18 litres,688,314,1002,25-04-2021,23-11-2021,31 litres,57 litres
Au739,Soda Stream,Beverage,Pepsi,14,14 litres,932,133,1065,14-03-2021,30-08-2021,38 litres,53 litres
Au740,Gatorade,Beverage,Pepsi,31,11 litres,840,267,1107,30-03-2021,18-11-2021,34 litres,50 litres
Au741,Tropicana,Beverage,Pepsi,24,20 litres,931,163,1094,09-01-2021,12-10-2021,40 litres,54 litres
Au742,Tropicana,Beverage,Pepsi,10,18 litres,771,350,1121,03-05-2021,07-08-2021,20 litres,57 litres
Au743,Tropicana,Beverage,Pepsi,22,19 litres,633,158,791,30-05-2021,27-09-2021,22 litres,58 litres
Au744,Tropicana,Beverage,Pepsi,30,17 litres,942,336,1278,03-03-2021,21-11-2021,29 litres,52 litres
Au745,Gatorade,Beverage,Pepsi,48,11 litres,970,289,1259,20-01-2021,17-08-2021,37 litres,60 litres
Au746,Soda Stream,Beverage,Pepsi,30,16 litres,616,383,999,31-01-2021,18-11-2021,37 litres,52 litres
Au747,Gatorade,Beverage,Pepsi,46,20 litres,815,323,1138,20-01-2021,26-06-2021,35 litres,58 litres
Au748,Gatorade,Beverage,Pepsi,31,11 litres,662,298,960,06-01-2021,22-09-2021,24 litres,54 litres
Au749,Soda Stream,Beverage,Pepsi,50,15 litres,984,206,1190,20-04-2021,24-10-2021,28 litres,57 litres
Au750,Tropicana,Beverage,Pepsi,15,7 litres,742,194,936,02-05-2021,26-06-2021,22 litres,43 litres
Au751,Patanjali Dant Kanti,Health Supplement,Patanjali,28,17 kg,664,237,901,02-04-2021,14-09-2021,35 kg,51 kg
Au752,Chawanprash,Health Supplement,Patanjali,14,6 kg,612,212,824,30-03-2021,18-09-2021,33 kg,40 kg
Au753,Patanjali Dant Kanti,Health Supplement,Patanjali,27,14 kg,687,112,799,23-04-2021,28-09-2021,32 kg,48 kg
Au754,Patanjali Dant Kanti,Health Supplement,Patanjali,45,8 kg,573,189,762,29-03-2021,25-09-2021,23 kg,40 kg
Au755,Honey,Health Supplement,Patanjali,42,13 kg,782,400,1182,21-03-2021,22-08-2021,37 kg,46 kg
Au756,Chawanprash,Health Supplement,Patanjali,26,14 kg,534,342,876,12-01-2021,11-08-2021,39 kg,49 kg
Au757,Chawanprash,Health Supplement,Patanjali,45,14 kg,867,357,1224,27-02-2021,07-07-2021,36 kg,51 kg
Au758,Patanjali Dant Kanti,Health Supplement,Patanjali,42,19 kg,794,121,915,07-05-2021,09-10-2021,28 kg,57 kg
Au759,Honey,Health Supplement,Patanjali,27,12 kg,808,395,1203,29-04-2021,14-11-2021,24 kg,53 kg
Au760,Chawanprash,Health Supplement,Patanjali,18,17 kg,842,368,1210,05-03-2021,24-10-2021,29 kg,51 kg
Au761,Patanjali Dant Kanti,Health Supplement,Patanjali,21,14 kg,546,160,706,23-01-2021,01-11-2021,28 kg,42 kg
Au762,Chawanprash,Health Supplement,Patanjali,12,16 kg,978,345,1323,18-04-2021,11-10-2021,34 kg,57 kg
Au763,Honey,Health Supplement,Patanjali,22,7 kg,783,254,1037,24-04-2021,10-10-2021,31 kg,45 kg
Au764,Patanjali Dant Kanti,Health Supplement,Patanjali,27,11 kg,950,288,1238,08-04-2021,03-07-2021,25 kg,60 kg
Au765,Chawanprash,Health Supplement,Patanjali,22,6 kg,769,151,920,11-01-2021,19-08-2021,33 kg,59 kg
Au766,Honey,Health Supplement,Patanjali,46,20 kg,731,224,955,02-04-2021,19-07-2021,20 kg,49 kg
Au767,Patanjali Dant Kanti,Health Supplement,Patanjali,39,7 kg,985,167,1152,24-02-2021,14-06-2021,34 kg,49 kg
Au768,Honey,Health Supplement,Patanjali,41,16 kg,569,380,949,06-04-2021,17-07-2021,40 kg,43 kg
Au769,Chawanprash,Health Supplement,Patanjali,19,13 kg,633,112,745,09-04-2021,12-11-2021,27 kg,46 kg
Au770,Chawanprash,Health Supplement,Patanjali,13,16 kg,787,137,924,29-05-2021,23-09-2021,26 kg,56 kg
Au771,Patanjali Dant Kanti,Health Supplement,Patanjali,11,14 kg,797,104,901,18-05-2021,13-08-2021,32 kg,51 kg
Au772,Patanjali Dant Kanti,Health Supplement,Patanjali,20,20 kg,860,109,969,23-03-2021,06-11-2021,33 kg,58 kg
Au773,Honey,Health Supplement,Patanjali,47,12 kg,651,307,958,02-02-2021,30-09-2021,28 kg,53 kg
Au774,Chawanprash,Health Supplement,Patanjali,36,19 kg,694,389,1083,22-02-2021,22-10-2021,39 kg,47 kg
Au775,Honey,Health Supplement,Patanjali,47,15 kg,680,134,814,08-02-2021,21-11-2021,27 kg,46 kg
Au776,Honey,Health Supplement,Patanjali,20,12 kg,703,235,938,18-03-2021,19-08-2021,28 kg,43 kg
Au777,Honey,Health Supplement,Patanjali,31,6 kg,586,198,784,27-05-2021,30-08-2021,26 kg,45 kg
Au778,Patanjali Dant Kanti,Health Supplement,Patanjali,32,13 kg,562,166,728,17-01-2021,28-07-2021,23 kg,40 kg
Au779,Honey,Health Supplement,Patanjali,47,11 kg,720,267,987,15-02-2021,15-07-2021,28 kg,50 kg
Au780,Chawanprash,Health Supplement,Patanjali,40,16 kg,859,221,1080,22-01-2021,28-10-2021,34 kg,42 kg
Au781,Patanjali Dant Kanti,Health Supplement,Patanjali,24,14 kg,778,146,924,09-05-2021,12-09-2021,20 kg,58 kg
Au782,Chawanprash,Health Supplement,Patanjali,19,5 kg,853,187,1040,15-02-2021,22-10-2021,35 kg,47 kg
Au783,Honey,Health Supplement,Patanjali,26,12 kg,977,241,1218,13-04-2021,03-08-2021,40 kg,60 kg
Au784,Chawanprash,Health Supplement,Patanjali,44,20 kg,917,383,1300,25-02-2021,25-08-2021,38 kg,53 kg
Au785,Chawanprash,Health Supplement,Patanjali,17,13 kg,940,292,1232,18-04-2021,28-09-2021,38 kg,60 kg
Au786,Honey,Health Supplement,Patanjali,20,9 kg,587,237,824,17-03-2021,28-07-2021,33 kg,41 kg
Au787,Patanjali Dant Kanti,Health Supplement,Patanjali,10,5 kg,777,161,938,29-01-2021,06-09-2021,27 kg,50 kg
Au788,Honey,Health Supplement,Patanjali,28,15 kg,911,233,1144,22-04-2021,27-09-2021,28 kg,59 kg
Au789,Honey,Health Supplement,Patanjali,29,12 kg,901,248,1149,09-05-2021,24-11-2021,29 kg,54 kg
Au790,Honey,Health Supplement,Patanjali,32,19 kg,596,143,739,08-02-2021,31-07-2021,29 kg,59 kg
Au791,Chawanprash,Health Supplement,Patanjali,28,20 kg,558,308,866,12-03-2021,13-11-2021,38 kg,40 kg
Au792,Patanjali Dant Kanti,Health Supplement,Patanjali,13,6 kg,647,243,890,01-03-2021,27-07-2021,25 kg,46 kg
Au793,Chawanprash,Health Supplement,Patanjali,40,12 kg,566,334,900,27-03-2021,31-08-2021,26 kg,53 kg
Au794,Chawanprash,Health Supplement,Patanjali,17,8 kg,674,111,785,02-05-2021,02-11-2021,21 kg,42 kg
Au795,Honey,Health Supplement,Patanjali,16,16 kg,921,240,1161,22-03-2021,05-09-2021,33 kg,55 kg
Au796,Patanjali Dant Kanti,Health Supplement,Patanjali,41,5 kg,801,299,1100,14-04-2021,12-11-2021,40 kg,43 kg
Au797,Chawanprash,Health Supplement,Patanjali,11,10 kg,784,159,943,02-05-2021,30-10-2021,36 kg,46 kg
Au798,Patanjali Dant Kanti,Health Supplement,Patanjali,19,16 kg,783,216,999,12-02-2021,17-09-2021,36 kg,40 kg
Au799,Honey,Health Supplement,Patanjali,21,17 kg,506,138,644,28-05-2021,03-08-2021,38 kg,58 kg
Au800,Tasty Nuts,Snacks,Haldiram,38,19 kg,953,143,1096,20-02-2021,22-11-2021,32 kg,46 kg
Au801,Bhel Puri,Snacks,Haldiram,28,15 kg,716,284,1000,22-04-2021,27-08-2021,30 kg,44 kg
Au802,Bhel Puri,Snacks,Haldiram,19,8 kg,538,162,700,05-02-2021,23-09-2021,35 kg,49 kg
Au803,Tasty Nuts,Snacks,Haldiram,17,19 kg,673,117,790,21-02-2021,18-08-2021,37 kg,64 kg
Au804,Aloo Bhujia,Snacks,Haldiram,16,12 kg,609,360,969,21-04-2021,08-09-2021,29 kg,59 kg
Au805,Bhel Puri,Snacks,Haldiram,11,7 kg,651,183,834,27-02-2021,10-07-2021,29 kg,46 kg
Au806,Bhujia Sev,Snacks,Haldiram,10,19 kg,896,107,1003,01-04-2021,18-08-2021,38 kg,62 kg
Au807,Tasty Nuts,Snacks,Haldiram,14,13 kg,637,262,899,16-04-2021,25-09-2021,29 kg,61 kg
Au808,Bhel Puri,Snacks,Haldiram,23,15 kg,528,335,863,18-04-2021,09-10-2021,27 kg,46 kg
Au809,Aloo Bhujia,Snacks,Haldiram,40,5 kg,858,108,966,03-04-2021,20-11-2021,29 kg,63 kg
Au810,Tasty Nuts,Snacks,Haldiram,22,14 kg,997,318,1315,28-05-2021,27-11-2021,39 kg,58 kg
Au811,Bhujia Sev,Snacks,Haldiram,27,13 kg,755,287,1042,18-02-2021,29-07-2021,27 kg,60 kg
Au812,Bhel Puri,Snacks,Haldiram,13,19 kg,759,134,893,24-02-2021,23-08-2021,33 kg,43 kg
Au813,Aloo Bhujia,Snacks,Haldiram,23,18 kg,806,226,1032,02-03-2021,07-06-2021,31 kg,64 kg
Au814,Aloo Bhujia,Snacks,Haldiram,47,6 kg,915,142,1057,11-04-2021,12-08-2021,36 kg,44 kg
Au815,Bhujia Sev,Snacks,Haldiram,49,17 kg,952,383,1335,13-01-2021,31-07-2021,36 kg,55 kg
Au816,Tasty Nuts,Snacks,Haldiram,33,16 kg,749,108,857,11-04-2021,09-11-2021,31 kg,47 kg
Au817,Bhujia Sev,Snacks,Haldiram,25,19 kg,630,333,963,08-05-2021,21-08-2021,30 kg,42 kg
Au818,Aloo Bhujia,Snacks,Haldiram,35,20 kg,950,238,1188,12-02-2021,15-06-2021,37 kg,54 kg
Au819,Bhujia Sev,Snacks,Haldiram,37,8 kg,604,157,761,13-04-2021,04-07-2021,29 kg,43 kg
Au820,Tasty Nuts,Snacks,Haldiram,10,15 kg,578,239,817,28-03-2021,03-11-2021,31 kg,44 kg
Au821,Aloo Bhujia,Snacks,Haldiram,18,12 kg,556,390,946,15-05-2021,03-11-2021,31 kg,41 kg
Au822,Tasty Nuts,Snacks,Haldiram,10,7 kg,530,101,631,09-04-2021,20-06-2021,30 kg,61 kg
Au823,Aloo Bhujia,Snacks,Haldiram,31,14 kg,654,191,845,19-05-2021,28-07-2021,37 kg,44 kg
Au824,Aloo Bhujia,Snacks,Haldiram,21,11 kg,879,371,1250,03-05-2021,10-06-2021,33 kg,50 kg
Au825,Bhel Puri,Snacks,Haldiram,20,19 kg,904,253,1157,11-05-2021,01-10-2021,35 kg,60 kg
Au826,Aloo Bhujia,Snacks,Haldiram,41,20 kg,985,301,1286,28-03-2021,10-09-2021,33 kg,55 kg
Au827,Aloo Bhujia,Snacks,Haldiram,24,12 kg,855,270,1125,03-01-2021,30-10-2021,38 kg,49 kg
Au828,Aloo Bhujia,Snacks,Haldiram,11,13 kg,939,360,1299,11-05-2021,18-11-2021,37 kg,56 kg
Au829,Bhujia Sev,Snacks,Haldiram,46,15 kg,850,213,1063,06-03-2021,30-09-2021,32 kg,50 kg
Au830,Aloo Bhujia,Snacks,Haldiram,37,13 kg,500,142,642,14-03-2021,14-10-2021,27 kg,59 kg
Au831,Aloo Bhujia,Snacks,Haldiram,20,17 kg,607,365,972,12-02-2021,19-09-2021,32 kg,51 kg
Au832,Tasty Nuts,Snacks,Haldiram,28,11 kg,564,110,674,05-05-2021,16-09-2021,35 kg,57 kg
Au833,Aloo Bhujia,Snacks,Haldiram,33,16 kg,988,325,1313,31-03-2021,17-08-2021,34 kg,51 kg
Au834,Tasty Nuts,Snacks,Haldiram,38,6 kg,998,205,1203,14-02-2021,26-08-2021,32 kg,52 kg
Au835,Bhel Puri,Snacks,Haldiram,34,12 kg,744,169,913,29-04-2021,25-11-2021,32 kg,46 kg
Au836,Bhujia Sev,Snacks,Haldiram,41,12 kg,644,325,969,30-04-2021,03-08-2021,32 kg,61 kg
Au837,Tasty Nuts,Snacks,Haldiram,18,16 kg,879,210,1089,07-04-2021,21-10-2021,38 kg,41 kg
Au838,Tasty Nuts,Snacks,Haldiram,12,19 kg,619,129,748,01-06-2021,24-11-2021,25 kg,48 kg
Au839,Tasty Nuts,Snacks,Haldiram,13,8 kg,854,203,1057,19-04-2021,23-11-2021,29 kg,49 kg
Au840,Bhujia Sev,Snacks,Haldiram,42,13 kg,923,393,1316,19-02-2021,17-11-2021,26 kg,52 kg
Au841,Bhujia Sev,Snacks,Haldiram,34,11 kg,619,322,941,29-01-2021,18-09-2021,39 kg,46 kg
Au842,Tasty Nuts,Snacks,Haldiram,42,18 kg,510,183,693,14-04-2021,06-11-2021,27 kg,57 kg
Au843,Aloo Bhujia,Snacks,Haldiram,38,11 kg,844,170,1014,25-03-2021,10-09-2021,36 kg,51 kg
Au844,Bhujia Sev,Snacks,Haldiram,42,15 kg,861,126,987,07-01-2021,23-10-2021,35 kg,59 kg
Au845,Aloo Bhujia,Snacks,Haldiram,23,18 kg,651,215,866,17-02-2021,04-06-2021,31 kg,53 kg
Au846,Aloo Bhujia,Snacks,Haldiram,27,12 kg,508,119,627,06-04-2021,28-08-2021,33 kg,52 kg
Au847,Bhel Puri,Snacks,Haldiram,36,10 kg,805,286,1091,08-02-2021,01-12-2021,25 kg,45 kg
Au848,Aloo Bhujia,Snacks,Haldiram,35,10 kg,823,109,932,08-05-2021,12-08-2021,34 kg,51 kg
Au849,Bhujia Sev,Snacks,Haldiram,14,8 kg,528,275,803,13-01-2021,25-11-2021,37 kg,49 kg
Au850,Bhujia Sev,Snacks,Haldiram,28,7 kg,841,144,985,09-02-2021,08-07-2021,28 kg,63 kg
Au851,Aloo Bhujia,Snacks,Haldiram,37,15 kg,513,143,656,14-01-2021,16-09-2021,33 kg,57 kg
Au852,Tasty Nuts,Snacks,Haldiram,29,16 kg,540,282,822,25-01-2021,04-07-2021,29 kg,48 kg
Au853,Aloo Bhujia,Snacks,Haldiram,39,6 kg,500,389,889,09-01-2021,11-10-2021,34 kg,52 kg
Au854,Bhujia Sev,Snacks,Haldiram,46,16 kg,869,238,1107,02-03-2021,22-11-2021,39 kg,49 kg
Au855,Aloo Bhujia,Snacks,Haldiram,33,20 kg,667,298,965,06-05-2021,01-07-2021,29 kg,48 kg
Au856,Bhel Puri,Snacks,Haldiram,20,6 kg,551,284,835,23-02-2021,01-09-2021,25 kg,64 kg
Au857,Bhel Puri,Snacks,Haldiram,34,19 kg,837,304,1141,10-01-2021,04-09-2021,38 kg,47 kg
Au858,Bhujia Sev,Snacks,Haldiram,26,18 kg,664,227,891,10-03-2021,03-08-2021,34 kg,46 kg
Au859,Aloo Bhujia,Snacks,Haldiram,43,11 kg,927,331,1258,30-05-2021,07-11-2021,31 kg,65 kg
Au860,Bhel Puri,Snacks,Haldiram,36,5 kg,819,349,1168,10-03-2021,30-11-2021,36 kg,47 kg
Au861,Tasty Nuts,Snacks,Haldiram,33,18 kg,553,360,913,29-05-2021,06-08-2021,32 kg,52 kg
Au862,Tasty Nuts,Snacks,Haldiram,49,12 kg,727,305,1032,14-05-2021,09-10-2021,26 kg,50 kg
Au863,Tasty Nuts,Snacks,Haldiram,28,15 kg,563,206,769,20-04-2021,15-09-2021,31 kg,63 kg
Au864,Bhel Puri,Snacks,Haldiram,47,12 kg,537,227,764,01-05-2021,27-08-2021,35 kg,44 kg
Au865,Bhel Puri,Snacks,Haldiram,43,11 kg,876,178,1054,01-05-2021,13-10-2021,27 kg,51 kg
Au866,Bhel Puri,Snacks,Haldiram,30,7 kg,720,312,1032,22-05-2021,20-11-2021,35 kg,54 kg
Au867,Bhel Puri,Snacks,Haldiram,11,20 kg,694,102,796,31-03-2021,11-10-2021,27 kg,49 kg
Au868,Bhujia Sev,Snacks,Haldiram,16,15 kg,943,326,1269,18-01-2021,11-09-2021,28 kg,61 kg
Au869,Bhel Puri,Snacks,Haldiram,18,9 kg,816,114,930,21-05-2021,27-06-2021,39 kg,58 kg
Au870,Bhel Puri,Snacks,Haldiram,50,15 kg,828,251,1079,28-02-2021,15-11-2021,39 kg,62 kg
Au871,Uncle Chips,Snacks,Uncle Chips,34,5 kg,741,333,1074,02-02-2021,20-07-2021,26 kg,44 kg
Au872,Uncle Chips,Snacks,Uncle Chips,21,7 kg,923,302,1225,23-03-2021,04-09-2021,29 kg,62 kg
Au873,Uncle Chips(spicy),Snacks,Uncle Chips,16,14 kg,658,178,836,24-02-2021,12-06-2021,25 kg,45 kg
Au874,Uncle Chips,Snacks,Uncle Chips,16,16 kg,727,352,1079,25-01-2021,05-10-2021,32 kg,51 kg
Au875,Uncle Chips,Snacks,Uncle Chips,42,5 kg,741,134,875,19-04-2021,17-07-2021,35 kg,44 kg
Au876,Uncle Chips(spicy),Snacks,Uncle Chips,19,8 kg,843,324,1167,22-04-2021,15-07-2021,28 kg,65 kg
Au877,Uncle Chips,Snacks,Uncle Chips,29,19 kg,735,231,966,11-05-2021,07-10-2021,32 kg,55 kg
Au878,Uncle Chips,Snacks,Uncle Chips,18,18 kg,798,361,1159,30-04-2021,28-11-2021,29 kg,65 kg
Au879,Uncle Chips,Snacks,Uncle Chips,48,5 kg,885,268,1153,27-03-2021,18-10-2021,31 kg,45 kg
Au880,Uncle Chips,Snacks,Uncle Chips,34,15 kg,582,111,693,14-03-2021,31-08-2021,38 kg,46 kg
Au881,Uncle Chips(spicy),Snacks,Uncle Chips,19,6 kg,995,400,1395,31-03-2021,11-06-2021,27 kg,59 kg
Au882,Uncle Chips(spicy),Snacks,Uncle Chips,24,9 kg,801,167,968,14-04-2021,13-07-2021,29 kg,47 kg
Au883,Uncle Chips,Snacks,Uncle Chips,49,20 kg,890,160,1050,25-05-2021,22-08-2021,33 kg,63 kg
Au884,Uncle Chips(spicy),Snacks,Uncle Chips,49,10 kg,762,339,1101,26-01-2021,20-10-2021,25 kg,48 kg
Au885,Uncle Chips,Snacks,Uncle Chips,46,11 kg,956,119,1075,24-04-2021,05-06-2021,38 kg,49 kg
Au886,Uncle Chips,Snacks,Uncle Chips,22,15 kg,811,354,1165,08-05-2021,02-09-2021,29 kg,60 kg
Au887,Uncle Chips(spicy),Snacks,Uncle Chips,27,6 kg,756,387,1143,04-04-2021,09-08-2021,28 kg,42 kg
Au888,Uncle Chips,Snacks,Uncle Chips,32,17 kg,527,241,768,10-04-2021,06-08-2021,37 kg,47 kg
Au889,Uncle Chips(spicy),Snacks,Uncle Chips,16,7 kg,866,324,1190,21-02-2021,21-08-2021,34 kg,57 kg
Au890,Uncle Chips(spicy),Snacks,Uncle Chips,20,16 kg,906,130,1036,15-03-2021,17-10-2021,36 kg,55 kg
Au891,Uncle Chips,Snacks,Uncle Chips,24,16 kg,564,100,664,30-01-2021,27-07-2021,32 kg,53 kg
Au892,Uncle Chips(spicy),Snacks,Uncle Chips,36,13 kg,946,345,1291,10-03-2021,31-08-2021,33 kg,65 kg
Au893,Uncle Chips,Snacks,Uncle Chips,33,6 kg,928,226,1154,24-01-2021,14-08-2021,37 kg,45 kg
Au894,Uncle Chips(spicy),Snacks,Uncle Chips,40,20 kg,503,338,841,03-04-2021,07-10-2021,29 kg,60 kg
Au895,Uncle Chips(spicy),Snacks,Uncle Chips,26,10 kg,792,339,1131,06-05-2021,03-09-2021,27 kg,60 kg
Au896,Uncle Chips,Snacks,Uncle Chips,18,11 kg,722,187,909,09-01-2021,15-11-2021,32 kg,56 kg
Au897,Uncle Chips(spicy),Snacks,Uncle Chips,43,5 kg,716,255,971,09-01-2021,17-08-2021,28 kg,62 kg
Au898,Uncle Chips(spicy),Snacks,Uncle Chips,29,17 kg,884,386,1270,10-03-2021,26-10-2021,25 kg,58 kg
Au899,Uncle Chips(spicy),Snacks,Uncle Chips,40,17 kg,710,346,1056,30-04-2021,03-08-2021,25 kg,42 kg
Au900,Uncle Chips,Snacks,Uncle Chips,31,20 kg,796,249,1045,25-01-2021,03-06-2021,26 kg,41 kg
Au901,Uncle Chips(spicy),Snacks,Uncle Chips,41,13 kg,600,167,767,24-02-2021,27-10-2021,38 kg,59 kg
Au902,Uncle Chips(spicy),Snacks,Uncle Chips,24,10 kg,699,178,877,28-03-2021,30-10-2021,25 kg,55 kg
Au903,Uncle Chips,Snacks,Uncle Chips,18,7 kg,516,146,662,09-02-2021,25-07-2021,28 kg,45 kg
Au904,Uncle Chips,Snacks,Uncle Chips,18,14 kg,978,246,1224,31-03-2021,10-10-2021,27 kg,40 kg
Au905,Uncle Chips,Snacks,Uncle Chips,20,18 kg,725,145,870,10-03-2021,20-10-2021,28 kg,63 kg
Au906,Uncle Chips(spicy),Snacks,Uncle Chips,24,9 kg,806,375,1181,18-04-2021,14-09-2021,33 kg,60 kg
Au907,Uncle Chips,Snacks,Uncle Chips,41,12 kg,993,387,1380,23-05-2021,23-07-2021,39 kg,55 kg
Au908,Uncle Chips(spicy),Snacks,Uncle Chips,50,8 kg,694,205,899,29-01-2021,20-08-2021,28 kg,48 kg
Au909,Uncle Chips,Snacks,Uncle Chips,23,17 kg,891,252,1143,27-05-2021,20-09-2021,35 kg,45 kg
Au910,Uncle Chips(spicy),Snacks,Uncle Chips,38,13 kg,500,264,764,13-05-2021,02-11-2021,32 kg,52 kg
Au911,Uncle Chips,Snacks,Uncle Chips,25,17 kg,681,238,919,12-01-2021,22-06-2021,25 kg,59 kg
Au912,Uncle Chips(spicy),Snacks,Uncle Chips,16,9 kg,933,257,1190,19-02-2021,25-10-2021,36 kg,65 kg
Au913,Uncle Chips,Snacks,Uncle Chips,11,18 kg,610,289,899,04-04-2021,28-10-2021,40 kg,52 kg
